"id","name","broader","narrower","used_for","related"
"XX35693","Settlement and contacts - First Fleet, 1788","Settlement and contacts","","First Fleet, 1788",""
"XX101021","Settlement and contacts - French","Settlement and contacts","","French settlement and contacts",""
"XX110458","Settlement and contacts - Germans","Settlement and contacts","","Germans",""
"XX39757","Settlement and contacts - Government settlements, reserves","Settlement and contacts","","Government settlements;Reserves;Settlements - Government",""
"XX148344","Settlement and contacts - Indian","Settlement and contacts","","Indians",""
"XX190556","Settlement and contacts - Irish","Settlement and contacts","","Irish settlement;Irish colonisation",""
"XX96226","Settlement and contacts - Japanese","Settlement and contacts","","Japanese settlement and contacts",""
"XX36099","Settlement and contacts - Macassans and Indonesians","Settlement and contacts","","Macassans;Indonesians",""
"XX137146","Settlement and contacts - Malays","Settlement and contacts","","Malays",""
"XX195829","Settlement and contacts - Melanesians","Settlement and contacts","","Melanesians","Indigenous peoples - Pacific"
"XX36247","Settlement and contacts - Penal colonies / Convicts","Settlement and contacts","","Penal colonies;Convicts",""
"XX110457","Settlement and contacts - Polynesians","Settlement and contacts","","Polynesians","Indigenous peoples - Pacific"
"XX196418","Settlement and contacts - Portuguese","Settlement and contacts","","Portuguese",""
"XX43233","Settlement and contacts - Resettlement and removals","Settlement and contacts","","Resettlement;Family  resettlement;Family - Resettlement;Removals",""
"XX110456","Settlement and contacts - Russians","Settlement and contacts","","Russians",""
"XX36483","Settlement and contacts - Settlers","Settlement and contacts","","Pioneers (European);Settlers;Squatters",""
"XX43228","Settlement and contacts - Torres Strait Islander settlement in mainland Australia","Settlement and contacts","","Torres Strait Islander settlement in mainland Australia",""
"XX36495","Sex relations","","","Miscegenation;Marriage and sex relations;Sexual relations",""
"XX35346","Sex relations - Child sexual abuse","Sex relations","","Child sexual abuse;Sexual abuse of children","Child welfare - Welfare abuse - Sexual"
"XX36494","Sex relations - Child sexual abuse - Incest","Sex relations - Child sexual abuse","","Incest",""
"XX36488","Sex relations - Coercive","Sex relations","","Rape;Sexual abuse;Sex crimes",""
"XX162228","Sex relations - Consensual","Sex relations","","Sexual relations - Consensual;Consensual sexual relations",""
"XX36493","Sex relations - Extramarital","Sex relations","","Wife stealing;Adultery",""
"XX108529","Sex relations - Pornography","Sex relations","","Pornography",""
"XX36496","Sex relations - Prostitution","Sex relations","","Prostitution",""
"XX36486","Sex relations - Sex education","Sex relations","","Sex education","Education - Skills and curriculum"
"XX36501","Sites","","","",""
"XX36502","Sites - Assemblages, sequences and analysis","Sites","","Assemblages, sequences and analysis",""
"XX36504","Sites - Ceremonial grounds","Sites","","",""
"XX36506","Sites - Conservation and protection","Sites","","",""
"XX36505","Sites - Conservation and protection - National Estate Register","Sites - Conservation and protection","","National Estate Register;Register of the National Estate",""
"XX36507","Sites - Dreaming tracks","Sites","","Dreaming tracks;Songlines",""
"XX36508","Sites - Earth mounds","Sites","","Sites - Mounds;Earth mounds;Mound sites",""
"XX36509","Sites - European sites","Sites","","European sites",""
"XX36510","Sites - Excavation techniques","Sites","","Excavation techniques","Archaeology"
"XX37695","Sites - Excavations","Sites","","Excavations",""
"XX36511","Sites - Geology and geomorphology","Sites","","Geology and geomorphology of sites;Geomorphology of sites;Geology - Sites;Geomorphology - Sites","Geology"
"XX36512","Sites - Grinding grooves, sharpening marks etc.","Sites","","Grinding grooves, sharpening marks etc.;Sharpening grooves, marks etc.",""
"XX39859","Sites - Historical","Sites","","",""
"XX36513","Sites - Macassan sites","Sites","","Macassan sites",""
"XX41553","Sites - Management","Sites","","",""
"XX36514","Sites - Middens","Sites","","Middens;Shell middens",""
"XX36515","Sites - Mortuary sites and cemeteries","Sites","","Sites - Burial;Sites - Cemeteries;Mortuary sites and cemeteries;Burial sites;Cemeteries","Religion"
"XX36517","Sites - Quarries","Sites","","Quarries",""
"XX36516","Sites - Quarries - Ochre and pigment","Sites - Quarries","","Ochre and pigment quarries;Pigment quarries;Quarries, Ochre and pigment",""
"XX36524","Sites - Quarries - Stone","Sites - Quarries","","Sites - Stone quarries;Stone quarries;Quarries, Stone",""
"XX36518","Sites - Sacred sites","Sites","","Sacred sites",""
"XX36521","Sites - Scarred trees","Sites","","Marked trees;Scarred trees;Trees, Scarred",""
"XX36519","Sites - Scarred trees - Canoe trees","Sites - Scarred trees","","Scarred trees - Canoe trees;Canoe trees",""
"XX36520","Sites - Scarred trees - Shield trees","Sites - Scarred trees","","Scarred trees - Shield trees;Shield trees",""
"XX36522","Sites - Scatters","Sites","","Scatters",""
"XX36525","Sites - Sites of significance","Sites","","Sites of significance",""
"XX102514","Sites - Sites of significance - Significance values and criteria","Sites - Sites of significance","","Significance values and criteria of sites",""
"XX36523","Sites - Stone arrangements","Sites","","Stone arrangements",""
"XX37654","Sites - Surveys","Sites","","Archaeological surveys",""
"XX36530","Social behaviour","","","","Social organisation"
"XX36535","Social behaviour - Hierarchies","Social behaviour","","Hierarchies - Social",""
"XX43304","Social behaviour - Roles","Social behaviour","","",""
"XX157037","Social behaviour - Sharing","Social behaviour","","Sharing",""
"XX157038","Social behaviour - Sharing - Demand sharing","Social behaviour - Sharing","","Demand sharing",""
"XX36531","Social behaviour - Social control","Social behaviour","","Social control",""
"XX98035","Social behaviour - Social deviance","Social behaviour","","Social deviance",""
"XX36373","Social behaviour - Social deviance - Punishment","Social behaviour - Social deviance","","","Law enforcement - Punishment"
"XX36371","Social behaviour - Social deviance - Punishment - Imprisonment alternatives","Social behaviour - Social deviance - Punishment","","Imprisonment alternatives","Law enforcement - Punishment - Imprisonment alternatives"
"XX36372","Social behaviour - Social deviance - Punishment - Sentencing","Social behaviour - Social deviance - Punishment","","Sentencing",""
"XX101068","Social behaviour - Socialisation","Social behaviour","","Socialisation",""
"XX35345","Social behaviour - Socialisation - Child rearing","Social behaviour - Socialisation","","Child rearing;Socialisation - Child rearing;Education - Customary","Education - Early childhood"
"XX144271","Social behaviour - Violence","Social behaviour","","Violence","Feuds and warfare;Family - Violence"
"XX36534","Social events","","","",""
"XX35186","Social events - Anniversary celebrations","Social events","","Anniversary celebrations",""
"XX35263","Social events - Beauty contests and charity quests","Social events","","Beauty contests;Charity quests;Miss XXX quests;Queen of XXX quests",""
"XX35284","Social events - Birthday celebrations","Social events","","Celebrations - Birthday;Birthday celebrations",""
"XX35290","Social events - Book launching ceremonies","Social events","","Book launching ceremonies",""
"XX35455","Social events - Country and agricultural shows","Social events","","Country and agricultural shows;Country shows;Agricultural shows;Shows, Country;Shows, Agricultural",""
"XX35514","Social events - Debutantes","Social events","","Debutantes",""
"XX35636","Social events - Engagement celebrations","Social events","","Engagement celebrations;Celebrations - Engagement",""
"XX35676","Social events - Farewell ceremonies","Social events","","Farewell ceremonies",""
"XX35680","Social events - Fetes, jumble sales etc.","Social events","","Fetes;Jumble sales",""
"XX35725","Social events - Formal lunches, dinners etc.","Social events","","Formal lunches, dinners",""
"XX35758","Social events - Graduation ceremonies","Social events","","Graduation ceremonies",""
"XX36232","Social events - Open days","Social events","","Open days",""
"XX36233","Social events - Opening ceremonies","Social events","","Opening ceremonies",""
"XX36242","Social events - Parades","Social events","","Parades",""
"XX36452","Social events - Reunions","Social events","","Reunions",""
"XX36773","Social events - Wedding anniversaries","Social events","","Wedding anniversaries",""
"XX36774","Social events - Weddings","Social events","","Weddings",""
"XX36536","Social identity","","","Identity",""
"XX35121","Social identity - Aboriginality","Social identity","","Aboriginality",""
"XX36135","Social identity - Mixed descent","Social identity","","Mixed descent;Half-caste",""
"XX36679","Social identity - Torres Strait Islander identity","Social identity","","Torres Strait Islander identity",""
"XX36537","Social organisation","","","",""
"XX43299","Social organisation - Avoidance rules","Social organisation","","Avoidance rules;Taboos;Gender restrictions",""
"XX35942","Social organisation - Avoidance rules - Avoidance relationships","Social organisation - Avoidance rules","","Avoidance relationships","Social organisation - Kinship - Systems"
"XX43302","Social organisation - Avoidance rules - Deceased persons","Social organisation - Avoidance rules","","Deceased persons - Avoidance rules;Avoidance rules - Deceased persons",""
"XX43301","Social organisation - Avoidance rules - Language","Social organisation - Avoidance rules","","Avoidance rules - Language;Language - Avoidance rules","Language - Sociolinguistics - Avoidance language;Language - Sociolinguistics - Secret and special languages"
"XX35390","Social organisation - Clans","Social organisation","","Clans",""
"XX43303","Social organisation - Elders","Social organisation","","Elders",""
"XX101082","Social organisation - Kinship","Social organisation","","Kinship",""
"XX35943","Social organisation - Kinship - Generational systems","Social organisation - Kinship","","Generational systems (Kinship)","Social organisation - Kinship - Systems - Sections and subsections"
"XX35950","Social organisation - Kinship - Kinship terms","Social organisation - Kinship","","Kinship terms","Language - Sociolinguistics;Language - Vocabulary - Human classification"
"XX35941","Social organisation - Kinship - Marriage","Social organisation - Kinship","","Exogamy;Marriage and kinship rules","Sex relations;Gender relations - Marriage"
"XX36781","Social organisation - Kinship - Marriage - Wrong marriage","Social organisation - Kinship - Marriage","","Wrong marriage","Gender relations - Marriage"
"XX35945","Social organisation - Kinship - Matrilineal systems","Social organisation - Kinship","","Matrilineal systems (Kinship);Kinship - Matrilineal systems","Social organisation - Kinship - Systems - Sections and subsections"
"XX35949","Social organisation - Kinship - Systems","Social organisation - Kinship","","Kinship systems",""
"XX35946","Social organisation - Kinship - Systems - Moieties","Social organisation - Kinship - Systems","","Moieties (Kinship);Kinship - Moieties","Social organisation - Kinship - Systems - Sections and subsections"
"XX35947","Social organisation - Kinship - Systems - Patrilineal systems","Social organisation - Kinship - Systems","","Patrilineal systems (Kinship);Kinship - Systems","Social organisation - Kinship - Systems - Sections and subsections"
"XX35948","Social organisation - Kinship - Systems - Sections and subsections","Social organisation - Kinship - Systems","","Skin groups;Sections (Kinship);Subsections (Kinship)",""
"XX101083","Social organisation - Relationships","Social organisation","","",""
"XX35944","Social organisation - Relationships - Joking","Social organisation - Relationships","","Joking relationships","Social organisation - Kinship"
"XX36539","Social welfare","","","",""
"XX105222","Social welfare - Administration","Social welfare","","",""
"XX84521","Social welfare - Administration - Patrol officers","Social welfare - Administration","","Patrol officers",""
"XX105279","Social welfare - Administration - Welfare officers","Social welfare - Administration","","Welfare officers",""
"XX35339","Social welfare - Charities","Social welfare","","Charities",""
"XX35421","Social welfare - Community care","Social welfare","","Community care",""
"XX35756","Social welfare - Government","Social welfare","","Government welfare measures",""
"XX102516","Social welfare - Government - Aged pensions","Social welfare - Government","","Aged pensions;Aged - Pensions",""
"XX35673","Social welfare - Government - Family allowances","Social welfare - Government","","Family allowances",""
"XX35926","Social welfare - Government - Invalid and sickness benefits","Social welfare - Government","","Invalid and sickness benefits;Sickness benefits",""
"XX112886","Social welfare - Government - Rationing - Quarantining","Social welfare - Government","","Quarantining of welfare payments;Income management",""
"XX36434","Social welfare - Government - Remote area allowance","Social welfare - Government","","Remote area allowance",""
"XX36435","Social welfare - Government - Repatriation payments","Social welfare - Government","","Repatriation payments",""
"XX36538","Social welfare - Government - Social security payments","Social welfare - Government","","Social Security payments",""
"XX36698","Social welfare - Government - Unemployment benefits","Social welfare - Government","","Employment - Unemployment - Benefits","Social welfare - Government - Social Security payments"
"XX105221","Social welfare - Grants and finance","Social welfare","","Grants and Finance - Social welfare",""
"XX36540","Social welfare - Law and legislation","Social welfare","","Law - Social welfare;Law and legislation - Social welfare",""
"XX104312","Social welfare - Policy","Social welfare","","Policy - Social welfare",""
"XX35770","Social welfare - Rationing","Social welfare","","Rationing",""
"XX35768","Social welfare - Rationing - Blankets and clothing","Social welfare - Rationing","","Blanket rationing;Blankets - Rationing;Clothing rationing;Clothing - Rationing",""
"XX35769","Social welfare - Rationing - Food","Social welfare - Rationing","","Food, rationing;Food handouts;Handouts - Food",""
"XX36542","Social welfare - Social work and counselling","Social welfare","","Social work;Counselling (Non-vocational)",""
"XX36729","Social welfare - Wards of state","Social welfare","","Wards of state",""
"XX36543","Socioeconomic conditions","","","",""
"XX36092","Socioeconomic conditions - Living conditions","Socioeconomic conditions","","Living conditions",""
"XX36532","Socioeconomic conditions - Social deprivation","Socioeconomic conditions","","Social deprivation",""
"XX38483","Socioeconomic conditions - Social impact studies","Socioeconomic conditions","","Social impact studies",""
"XX103590","Sound recording - Music","Sound recording","","Music - Recording","Archives and archiving - Sound - Music"
"XX103591","Sound recording - Spoken word","Sound recording","","Recording - Spoken word","Archives and archiving - Sound"
"XX36596","Sport","","","","Recreation"
"XX36548","Sport - Athletics and running","Sport","","Athletics and running;Athletes;Running (Sport)",""
"XX172803","Sport - Awards and prizes","Sport","","Sport awards;Sport prizes",""
"XX36550","Sport - Badminton","Sport","","Badminton",""
"XX36551","Sport - Baseball","Sport","","Baseball",""
"XX36552","Sport - Basketball","Sport","","Basketball",""
"XX36553","Sport - Billiards and snooker","Sport","","Billiards and snooker;Snooker;Pool (Sport)",""
"XX36554","Sport - Black Olympics","Sport","","Black Olympics;Olympics, Black",""
"XX36555","Sport - Bodybuilding and weightlifting","Sport","","Bodybuilding and weightlifting;Weightlifting",""
"XX36556","Sport - Boxing","Sport","","Boxing",""
"XX36557","Sport - Bush sports","Sport","","Woodchopping (Sport);Bush sports",""
"XX109342","Sport - Canoeing","Sport","","Canoeing",""
"XX101144","Sport - Coaching","Sport","","Coaching",""
"XX36558","Sport - Commonwealth Games","Sport","","Commonwealth Games",""
"XX36559","Sport - Cricket","Sport","","Cricket",""
"XX36560","Sport - Cycling","Sport","","Cycling",""
"XX103512","Sport - Events and venues","Sport","","Events - Sport;Venues - Sport",""
"XX36562","Sport - Football","Sport","","Football",""
"XX36549","Sport - Football - Australian rules","Sport - Football","","Australian rules football;Australian football;Sport - Australian rules football;AFL football;VFL football;Football - Australian rules",""
"XX121164","Sport - Football - Marn Grook","Sport - Football","","Sport - Football - Marngrook;Marn Grook;Marngrook",""
"XX36577","Sport - Football - Rugby league","Sport - Football","","Sport - Rugby league;Rugby league;Football - Rugby league",""
"XX101147","Sport - Football - Rugby union","Sport - Football","","Rugby union;Sport - Rugby union;Football - Rugby union",""
"XX36580","Sport - Football - Soccer","Sport - Football","","Soccer",""
"XX36563","Sport - Golf","Sport","","Golf",""
"XX36564","Sport - Gymnastics","Sport","","Gymnastics",""
"XX36565","Sport - Harness racing","Sport","","Harness racing;Pacing;Trotting",""
"XX36566","Sport - Hockey","Sport","","Hockey",""
"XX36567","Sport - Horse racing","Sport","","Horse racing",""
"XX36568","Sport - Horse riding","Sport","","Horse riding (Sport)",""
"XX36570","Sport - Lawn bowls","Sport","","Lawn bowls;Bowls (Lawn)",""
"XX36571","Sport - Martial arts","Sport","","Martial arts;Judo;Karate;Kick boxing;Kung fu",""
"XX36572","Sport - Motor sports","Sport","","Motor sports",""
"XX101145","Sport - Motor sports - Motocross","Sport - Motor sports","","Motocross","Sport - Motor sports - Supercross"
"XX86442","Sport - Motor sports - Supercross","Sport - Motor sports","","",""
"XX36573","Sport - Netball","Sport","","Netball",""
"XX36574","Sport - Olympic Games","Sport","","Olympic Games - Sport",""
"XX43310","Sport - Policy and administration","Sport","","",""
"XX36575","Sport - Rodeos","Sport","","Buckjumping;Rodeos",""
"XX36576","Sport - Rowing","Sport","","Rowing;Regattas",""
"XX36578","Sport - Sailing","Sport","","Sailing",""
"XX36579","Sport - Skating and blading","Sport","","Skating and blading;Rollerskating and blading;Ice skating",""
"XX36581","Sport - Softball","Sport","","Softball;Rounders",""
"XX36582","Sport - Squash","Sport","","Squash (Sport)",""
"XX36583","Sport - Surf lifesaving","Sport","","Surf lifesaving;Lifesaving (Surf)",""
"XX36584","Sport - Surfing","Sport","","Surfing",""
"XX43192","Sport - Swimming","Sport","","Swimming for sport","Recreation - Swimming"
"XX36586","Sport - Tennis","Sport","","Tennis",""
"XX36587","Sport - Tenpin bowling","Sport","","Tenpin bowling;Bowling, Tenpin",""
"XX36588","Sport - Throwing competitions","Sport","","Throwing competitions",""
"XX101146","Sport - Training","Sport","","Training - Sport",""
"XX36589","Sport - Trampolining","Sport - Gymnastics","","Trampolining",""
"XX36590","Sport - Triathlon","Sport","","Triathlon;Ironman and Ironwoman events",""
"XX36591","Sport - Tug of war","Sport","","Tug of war",""
"XX36592","Sport - Tunnel ball","Sport","","Tunnel ball",""
"XX36593","Sport - Vigoro","Sport","","Vigoro",""
"XX36594","Sport - Volleyball","Sport","","Volleyball",""
"XX101148","Sport - Water polo","Sport","","Water polo",""
"XX36595","Sport - Wrestling","Sport","","Wrestling",""
"XX36599","Stories and motifs","","","","Literature and stories;Religion - Dreaming"
"XX35141","Stories and motifs - Ancestor spirits","Stories and motifs","","Ancestor spirits - Stories and motifs","Religion - Dreaming - Ancestor spirits;Stories and motifs - Mythological beings"
"XX35185","Stories and motifs - Animals","Stories and motifs","","Animals - Stories and motifs",""
"XX35188","Stories and motifs - Ants and termites","Stories and motifs","","Ants and termites - Stories and motifs;Termites - Stories and motifs","Stories and motifs - Insects"
"XX35261","Stories and motifs - Baiame","Stories and motifs","","Baiame - Stories and motifs;Bayame - Stories and motifs","Religion - Dreaming - Baiame;Stories and motifs - Mythological beings"
"XX35262","Stories and motifs - Barramundi","Stories and motifs","","Barramundi - Stories and motifs","Stories and motifs - Fish"
"XX35268","Stories and motifs - Billabongs","Stories and motifs","","Billabongs - Stories and motifs","Stories and motifs - Water sources"
"XX35282","Stories and motifs - Birds","Stories and motifs","","Birds - Stories and motifs","Religion - Dreaming - Birds;Animals - Birds"
"XX199990","Stories and motifs - Black cockatoo","Stories and motifs","","","Literature and stories;Religion - Dreaming"
"XX130295","Stories and motifs - Brolga","Stories and motifs","","Brolga - Stories and motifs;Brolgas - Stories and motifs",""
"XX35307","Stories and motifs - Cassowary","Stories and motifs","","Cassowary - Stories and motifs","Stories and motifs - Birds;Animals - Birds - Cassowaries"
"XX80210","Stories and motifs - Caterpillars","Stories and motifs","","Caterpillars - Stories and motifs",""
"XX35308","Stories and motifs - Catfish","Stories and motifs","","Catfish - Stories and motifs","Stories and motifs - Fish"
"XX35310","Stories and motifs - Celestial phenomena","Stories and motifs","","Celestial phenomena - Stories and motifs;Celestial events - Stories and motifs;Stories and motifs - Comets;Stories and motifs - Aurorae;Stories and motifs - Meteors and meteorites;Stories and motifs - Eclipses","Stories and motifs - Constellations"
"XX101189","Stories and motifs - Clever people","Stories and motifs","","Clever people - Stories and motifs",""
"XX35400","Stories and motifs - Climate and weather","Stories and motifs","","Climate and weather - Stories and motifs;Weather - Stories and motifs",""
"XX35405","Stories and motifs - Clouds","Stories and motifs","","Clouds - Stories and motifs","Stories and motifs - Climate and weather"
"XX190084","Stories and motifs - Constellations","Stories and motifs - Celestial phenomena","","Constellations - Stories and motifs;Stories and motifs - Southern Cross;Stories and motifs - Pleiades;Stories and motifs - Orion",""
"XX35467","Stories and motifs - Creation / Cosmology","Stories and motifs","","Creation / Cosmology - Stories and motifs;Cosmology - Stories and motifs","Religion - Dreaming - Creation / Cosmology"
"XX35482","Stories and motifs - Crocodiles","Stories and motifs","","Crocodiles - Stories and motifs","Stories and motifs - Animals"
"XX35490","Stories and motifs - Cultural heroes","Stories and motifs","","Cultural heroes - Stories and motifs","Religion - Dreaming - Cultural heroes"
"XX35538","Stories and motifs - Devils, monsters, evil spirits, hairy men, bunyips","Stories and motifs","","Devils, monsters, evil spirits, hairy men, bunyips - Stories and motifs;Monsters, evil spirits, etc. - Stories and motifs;Evil spirits, devils etc. Stories and motifs;Hairy men, bunyips, etc. - Stories and motifs;Bunyips - Stories and motifs","Religion - Dreaming - Devils, monsters, evil spirits"
"XX35539","Stories and motifs - Dharumalan","Stories and motifs","","Dharumalan - Stories and motifs;Darumalan - Stories and motifs","Religion - Dreaming - Dharumalan"
"XX35540","Stories and motifs - Dingoes / dogs","Stories and motifs","","Dingoes / dogs - Stories and motifs;Dogs - Stories and motifs","Stories and motifs - Animals"
"XX35548","Stories and motifs - Dolphins / whales","Stories and motifs","","Dolphins and whales - Stories and motifs;Whales - Stories and motifs","Stories and motifs - Animals"
"XX35552","Stories and motifs - Dugongs","Stories and motifs","","Dugongs - Stories and motifs",""
"XX35554","Stories and motifs - Eagles / hawks / crows","Stories and motifs","","Eagles / hawks / crows - Stories and motifs;Stories and motifs - Hawks;Stories and motifs - Crows;Hawks - Stories and motifs;Crows - Stories and motifs","Stories and motifs - Birds"
"XX35557","Stories and motifs - Echidnas","Stories and motifs","","Echidnas - Stories and motifs","Stories and motifs - Animals"
"XX35632","Stories and motifs - Emu","Stories and motifs","","Emu - Stories and motifs","Stories and motifs - Birds;Religion - Dreaming - Birds;Religion - Dreaming - Birds - Emu"
"XX41043","Stories and motifs - Fire","Stories and motifs","","Fire - Stories and motifs",""
"XX35698","Stories and motifs - Fish","Stories and motifs","","Fish - Stories and motifs",""
"XX35713","Stories and motifs - Flood","Stories and motifs","","Flood - Stories and motifs","Stories and motifs - Climate and weather"
"XX43261","Stories and motifs - Frogs and toads","Stories and motifs","","Stories and motifs - Toads and frogs;Frogs - Stories and motifs;Toads - Stories and motifs","Stories and motifs - Animals"
"XX133368","Stories and motifs - Galah","Stories and motifs","","",""
"XX35734","Stories and motifs - Ghosts","Stories and motifs","","Ghosts - Stories and motifs","Religion - Dreaming - Ghosts"
"XX35923","Stories and motifs - Insects","Stories and motifs","","Insects - Stories and motifs","Religion - Dreaming - Insects"
"XX43154","Stories and motifs - Invertebrates","Stories and motifs","","Invertebrates - Stories and motifs","Stories and motifs - Animals"
"XX35939","Stories and motifs - Kangaroos / Wallabies","Stories and motifs","","Stories and motifs - Wallabies;Kangaroos / Wallabies - Stories and motifs;Wallabies - Stories and motifs","Stories and motifs - Animals;Religion - Dreaming - Kangaroos"
"XX35951","Stories and motifs - Koalas","Stories and motifs","","Koalas - Stories and motifs","Stories and motifs - Animals"
"XX35953","Stories and motifs - Lakes","Stories and motifs","","Lakes - Stories and motifs",""
"XX101190","Stories and motifs - Landscape","Stories and motifs","","Landscape - Stories and motifs",""
"XX36068","Stories and motifs - Lightning Brothers","Stories and motifs","","Lightning Brothers - Stories and motifs","Religion - Dreaming - Lightning Brothers"
"XX36095","Stories and motifs - Lizards / goannas","Stories and motifs","","Lizards / goannas - Stories and motifs;Goannas - Stories and motifs","Stories and motifs - Animals"
"XX101191","Stories and motifs - Magic and sorcery","Stories and motifs","","Magic and sorcery - Stories and motifs;Sorcery - Stories and motifs",""
"XX82827","Stories and motifs - Mermaids","Stories and motifs","","Mermaids - Stories and motifs","Religion - Dreaming - Mermaids"
"XX190083","Stories and motifs - Milky Way","Stories and motifs - Celestial phenomena","","Milky Way - Stories and motifs",""
"XX36120","Stories and motifs - Min Min lights","Stories and motifs","","Min Min lights - Stories and motifs","Stories and motifs - Celestial phenomena"
"XX36136","Stories and motifs - Moon","Stories and motifs","","Moon - Stories and motifs",""
"XX36146","Stories and motifs - Mountains","Stories and motifs","","Mountains - Stories and motifs",""
"XX36049","Stories and motifs - Mythological beings","Stories and motifs","","Legendary beings - Stories and motifs;Mythological beings - Stories and motifs",""
"XX36227","Stories and motifs - Night","Stories and motifs","","Night - Stories and motifs",""
"XX179241","Stories and motifs - Owls","Stories and motifs","","Owls - Stories and motifs;Stories - Owls",""
"XX101188","Stories and motifs - Planets","Stories and motifs","","Planets - Stories and motifs",""
"XX71171","Stories and motifs - Planets - Venus","Stories and motifs - Planets","","Venus - Stories and motifs;Morning Star - Stories and motifs;Evening Star - Stories and motifs",""
"XX36304","Stories and motifs - Plants","Stories and motifs","","Plants - Stories and motifs","Religion - Dreaming - Plants"
"XX36313","Stories and motifs - Platypus","Stories and motifs","","Platypus - Stories and motifs","Stories and motifs - Animals"
"XX90630","Stories and motifs - Possums","Stories and motifs","","Possums - Stories and motifs","Stories and motifs - Animals"
"XX155240","Stories and motifs - Quolls","Stories and motifs","","Quolls",""
"XX36408","Stories and motifs - Rain and storms","Stories and motifs","","Rain and storms - Stories and motifs;Storms - Stories and motifs","Stories and motifs - Climate and weather"
"XX36409","Stories and motifs - Rainbow serpent","Stories and motifs","","Rainbow serpent - Stories and motifs","Stories and motifs - Snakes;Religion - Dreaming - Rainbow Serpent"
"XX36410","Stories and motifs - Rainbows","Stories and motifs","","Rainbows - Stories and motifs","Stories and motifs - Climate and weather"
"XX36453","Stories and motifs - Rivers","Stories and motifs","","Rivers - Stories and motifs","Stories and motifs - Water sources"
"XX36457","Stories and motifs - Rock outcrops","Stories and motifs","","Rock outcrops - Stories and motifs","Stories and motifs - Landscape"
"XX101227","Stories and motifs - Seven Sisters","Stories and motifs","","Seven Sisters - Stories and motifs","Religion - Dreaming - Seven Sisters;Stories and motifs - Constellations"
"XX36498","Stories and motifs - Sharks","Stories and motifs","","Sharks - Stories and motifs","Stories and motifs - Fish"
"XX104403","Stories and motifs - Shellfish etc.","Stories and motifs","","Invertebrates, shellfish etc - Stories and motifs;Shellfish etc - Stories and motifs","Stories and motifs - Animals"
"XX36529","Stories and motifs - Snakes","Stories and motifs","","Snakes - Stories and motifs","Religion - Dreaming - Snakes and lizards"
"XX36547","Stories and motifs - Spirit children","Stories and motifs","","Spirit children - Stories and motifs","Religion - Dreaming - Spirits - Spirit children"
"XX36597","Stories and motifs - Stars","Stories and motifs","","Stars - Stories and motifs","Stories and motifs - Celestial phenomena;Stories and motifs - Milky Way;Stories and motifs - Constellations"
"XX36598","Stories and motifs - Stingrays","Stories and motifs","","Stingrays - Stories and motifs","Stories and motifs - Fish"
"XX36612","Stories and motifs - Sun","Stories and motifs","","Sun - Stories and motifs",""
"XX36613","Stories and motifs - Sun - Sunsets and sunrises","Stories and motifs - Sun","","Sunsets and sunrises - Stories and motifs","Stories and motifs - Celestial phenomena"
"XX127917","Stories and motifs - Swans","Stories and motifs","","Swans - Stories and motifs",""
"XX105285","Stories and motifs - Three sisters","Stories and motifs","","Three sisters - Stories and motifs",""
"XX36676","Stories and motifs - Thunder and lightning","Stories and motifs","","Thunder and lightning - Stories and motifs","Stories and motifs - Climate and weather"
"XX126913","Stories and motifs - Trees","Stories and motifs","","Trees - Stories and motifs",""
"XX36697","Stories and motifs - Turtles","Stories and motifs","","Turtles - Stories and motifs","Stories and motifs - Animals"
"XX105287","Stories and motifs - Two men","Stories and motifs","","Two men - Stories and motifs",""
"XX36728","Stories and motifs - Wandjina","Stories and motifs","","Wandjina - Stories and motifs;Wondjina - Stories and motifs","Religion - Dreaming - Wandjina"
"XX36732","Stories and motifs - Water sources","Stories and motifs","","Water sources - Stories and motifs","Stories and motifs - Lakes;Stories and motifs - Rivers"
"XX36750","Stories and motifs - Wawalag Sisters","Stories and motifs","","Stories and motifs - Wagilag Sisters;Wawalag Sisters - Stories and motifs;Wagilag Sisters - Stories and motifs;Wagalag Sisters - Stories and motifs","Religion - Dreaming - Wawalag Sisters"
"XX36770","Stories and motifs - Weapons","Stories and motifs","","Weapons - Stories and motifs","Weapons"
"XX36754","Stories and motifs - Weapons - Boomerangs","Stories and motifs - Weapons","","Weapons - Boomerangs - Stories and motifs;Boomerangs - Stories and motifs;Stories and motifs - Boomerangs","Weapons - Boomerangs"
"XX43268","Stories and motifs - Weapons - Spears","Stories and motifs - Weapons","","Weapons - Spears - Stories and motifs;Stories and motifs - Spears","Weapons - Spears"
"XX36775","Stories and motifs - Whirlwinds and willy willies","Stories and motifs","","Whirlwinds and willy willies - Stories and motifs;Willy willies - Stories and motifs","Stories and motifs - Climate and weather;Stories and motifs - Wind"
"XX36776","Stories and motifs - Wind","Stories and motifs","","Wind - Stories and motifs","Stories and motifs - Climate and weather"
"XX37909","Subsistence and economy","","","Economy and subsistence",""
"XX38071","Subsistence and economy - Seasonality","Subsistence and economy","","Seasonality",""
"XX36611","Substance use","","","Drug abuse",""
"XX36604","Substance use - Alcohol","Substance use","","Alcohol",""
"XX36603","Substance use - Alcohol - Availability, dry areas etc","Substance use - Alcohol","","Dry areas;Prohibition (Alcohol);Liquor outlets",""
